record_id,receiving_entity,entity_type,county,fiscal_year,fiscal_year_start,fiscal_year_end,fee_program,fee_category,measure,measure_as_printed,measure_role,figure_group_id,is_primary_in_figure_group,value_usd,source_value_text,value_is_printed_zero,land_use_scope,land_use_basis,accounting_basis_source_read,gross_or_net_source_read,fiscal_year_basis,publication_title,publication_type,source_id,physical_pdf_page,printed_page,internal_identifier,source_sha256,source_pdf,official_source_url,retrieved_utc,page_extract_pdf,outlined_figure_pdf,outline_rect_pdf_points,validation_status,review_batch,reviewed_utc,measure_read_from_source,arithmetic_check,source_limitations
city-of-manteca-2020-21-260-major-equipment-purchase-fee-total-fees-collected,City of Manteca,city,,2020-21,2020-07-01,2021-06-30,260 - Major Equipment Purchase Fee,general_public_facilities,total_fees_collected,Charges for Services,primary_reported_figure,city-of-manteca-2020-21-p33-379906-0,true,379906.00,"$379,906",false,not_split_in_source,No land-use breakdown is printed. Residential share unknown.,not_stated_in_source,not_stated_in_source,printed_fiscal_year_actuals_column,"City of Manteca impact fee report, fiscal year 2024-25",five_year_findings_66001,city-of-manteca-2024-25,33,,page 33 / measures as rows / 260 - Major Equipment Purchase Fee / Charges for Services,75415a9d347347aa5c511c9989eec55cfb023b6868371c6bef4440d58bf6c3cf,sources/city-of-manteca-2024-25.pdf,https://manteca-ca.legistar.com/View.ashx?GUID=391E3E8B-87AD-4CD7-936C-708FFB9F3809&ID=14993689&M=F,2026-09-14T22:46:22.351838+00:00,evidence/extracts/city-of-manteca-p033-d1f26128.pdf,evidence/outlined/city-of-manteca-p033-d1f26128.pdf,"[278.69000244140625, 169.40008544921875, 315.93927001953125, 179.8681640625]",published_reported_collection_reviewed_in_release_03,b14-manteca-major-equipment-fee-2020-21-to-2024-25,2026-09-22T02:17:07.564724+00:00,"For fund 260 each published figure is the 'Charges for Services' row under Revenues in the column for that fiscal year, separate from 'Investment Earnings'. The exhibit is the AB1600 fund summary for a single named impact fee fund, so Charges for Services is that fund's fee revenue, but the source does not label the row 'fees collected'.","The fund roll-forward closes for the earliest column: 854,482 beginning + 392,566 total revenues - 118,542 total expenditures = 1,128,506 ending, matching the printed ending fund balance and the next column's beginning balance.","The revenue line is printed 'Charges for Services', a governmental revenue classification, within the AB1600 comprehensive fund summary for the single named Major Equipment Purchase Fee fund. The source does not print the words 'fees collected'. | All five figures come from the FY2024-25 exhibit's five-year actuals columns; they are the City's restatement of earlier years, not figures from each year's own report. | Residential share is unknown; the source prints no land-use breakdown."
city-of-manteca-2021-22-260-major-equipment-purchase-fee-mixed-or-unallocated-fees-collected,City of Manteca,city,,2021-22,2021-07-01,2022-06-30,260 - Major Equipment Purchase Fee,general_public_facilities,mixed_or_unallocated_fees_collected,Charges for Services,secondary_measure_restatement,city-of-manteca-2021-22-p33-348449-0,false,348449.00,"$348,449",false,not_split_in_source,Same printed figure at the mixed/unallocated grain. Not an additional amount.,not_stated_in_source,not_stated_in_source,printed_fiscal_year_actuals_column,"City of Manteca impact fee report, fiscal year 2024-25",five_year_findings_66001,city-of-manteca-2024-25,33,,page 33 / measures as rows / 260 - Major Equipment Purchase Fee [2021-22] / Charges for Services,75415a9d347347aa5c511c9989eec55cfb023b6868371c6bef4440d58bf6c3cf,sources/city-of-manteca-2024-25.pdf,https://manteca-ca.legistar.com/View.ashx?GUID=391E3E8B-87AD-4CD7-936C-708FFB9F3809&ID=14993689&M=F,2026-09-14T22:46:22.351838+00:00,evidence/extracts/city-of-manteca-p033-50ff2ba0.pdf,evidence/outlined/city-of-manteca-p033-50ff2ba0.pdf,"[339.7900085449219, 169.40008544921875, 377.0392761230469, 179.8681640625]",published_reported_collection_reviewed_in_release_03,b14-manteca-major-equipment-fee-2020-21-to-2024-25,2026-09-22T02:17:07.564724+00:00,"For fund 260 each published figure is the 'Charges for Services' row under Revenues in the column for that fiscal year, separate from 'Investment Earnings'. The exhibit is the AB1600 fund summary for a single named impact fee fund, so Charges for Services is that fund's fee revenue, but the source does not label the row 'fees collected'.","The fund roll-forward closes for the earliest column: 854,482 beginning + 392,566 total revenues - 118,542 total expenditures = 1,128,506 ending, matching the printed ending fund balance and the next column's beginning balance.","This row restates the same printed figure as the primary row in its figure group. Do not add it to the primary row. | The revenue line is printed 'Charges for Services', not 'fees collected'."
city-of-manteca-2021-22-260-major-equipment-purchase-fee-total-fees-collected,City of Manteca,city,,2021-22,2021-07-01,2022-06-30,260 - Major Equipment Purchase Fee,general_public_facilities,total_fees_collected,Charges for Services,primary_reported_figure,city-of-manteca-2021-22-p33-348449-0,true,348449.00,"$348,449",false,not_split_in_source,No land-use breakdown is printed. Residential share unknown.,not_stated_in_source,not_stated_in_source,printed_fiscal_year_actuals_column,"City of Manteca impact fee report, fiscal year 2024-25",five_year_findings_66001,city-of-manteca-2024-25,33,,page 33 / measures as rows / 260 - Major Equipment Purchase Fee [2021-22] / Charges for Services,75415a9d347347aa5c511c9989eec55cfb023b6868371c6bef4440d58bf6c3cf,sources/city-of-manteca-2024-25.pdf,https://manteca-ca.legistar.com/View.ashx?GUID=391E3E8B-87AD-4CD7-936C-708FFB9F3809&ID=14993689&M=F,2026-09-14T22:46:22.351838+00:00,evidence/extracts/city-of-manteca-p033-50ff2ba0.pdf,evidence/outlined/city-of-manteca-p033-50ff2ba0.pdf,"[339.7900085449219, 169.40008544921875, 377.0392761230469, 179.8681640625]",published_reported_collection_reviewed_in_release_03,b14-manteca-major-equipment-fee-2020-21-to-2024-25,2026-09-22T02:17:07.564724+00:00,"For fund 260 each published figure is the 'Charges for Services' row under Revenues in the column for that fiscal year, separate from 'Investment Earnings'. The exhibit is the AB1600 fund summary for a single named impact fee fund, so Charges for Services is that fund's fee revenue, but the source does not label the row 'fees collected'.","The fund roll-forward closes for the earliest column: 854,482 beginning + 392,566 total revenues - 118,542 total expenditures = 1,128,506 ending, matching the printed ending fund balance and the next column's beginning balance.","The revenue line is printed 'Charges for Services', a governmental revenue classification, within the AB1600 comprehensive fund summary for the single named Major Equipment Purchase Fee fund. The source does not print the words 'fees collected'. | All five figures come from the FY2024-25 exhibit's five-year actuals columns; they are the City's restatement of earlier years, not figures from each year's own report. | Residential share is unknown; the source prints no land-use breakdown."
city-of-manteca-2022-23-260-major-equipment-purchase-fee-mixed-or-unallocated-fees-collected,City of Manteca,city,,2022-23,2022-07-01,2023-06-30,260 - Major Equipment Purchase Fee,general_public_facilities,mixed_or_unallocated_fees_collected,Charges for Services,secondary_measure_restatement,city-of-manteca-2022-23-p33-330948-0,false,330948.00,"$330,948",false,not_split_in_source,Same printed figure at the mixed/unallocated grain. Not an additional amount.,not_stated_in_source,not_stated_in_source,printed_fiscal_year_actuals_column,"City of Manteca impact fee report, fiscal year 2024-25",five_year_findings_66001,city-of-manteca-2024-25,33,,page 33 / measures as rows / 260 - Major Equipment Purchase Fee [2022-23] / Charges for Services,75415a9d347347aa5c511c9989eec55cfb023b6868371c6bef4440d58bf6c3cf,sources/city-of-manteca-2024-25.pdf,https://manteca-ca.legistar.com/View.ashx?GUID=391E3E8B-87AD-4CD7-936C-708FFB9F3809&ID=14993689&M=F,2026-09-14T22:46:22.351838+00:00,evidence/extracts/city-of-manteca-p033-6eac4a24.pdf,evidence/outlined/city-of-manteca-p033-6eac4a24.pdf,"[400.75, 169.40008544921875, 437.999267578125, 179.8681640625]",published_reported_collection_reviewed_in_release_03,b14-manteca-major-equipment-fee-2020-21-to-2024-25,2026-09-22T02:17:07.564724+00:00,"For fund 260 each published figure is the 'Charges for Services' row under Revenues in the column for that fiscal year, separate from 'Investment Earnings'. The exhibit is the AB1600 fund summary for a single named impact fee fund, so Charges for Services is that fund's fee revenue, but the source does not label the row 'fees collected'.","The fund roll-forward closes for the earliest column: 854,482 beginning + 392,566 total revenues - 118,542 total expenditures = 1,128,506 ending, matching the printed ending fund balance and the next column's beginning balance.","This row restates the same printed figure as the primary row in its figure group. Do not add it to the primary row. | The revenue line is printed 'Charges for Services', not 'fees collected'."
city-of-manteca-2022-23-260-major-equipment-purchase-fee-total-fees-collected,City of Manteca,city,,2022-23,2022-07-01,2023-06-30,260 - Major Equipment Purchase Fee,general_public_facilities,total_fees_collected,Charges for Services,primary_reported_figure,city-of-manteca-2022-23-p33-330948-0,true,330948.00,"$330,948",false,not_split_in_source,No land-use breakdown is printed. Residential share unknown.,not_stated_in_source,not_stated_in_source,printed_fiscal_year_actuals_column,"City of Manteca impact fee report, fiscal year 2024-25",five_year_findings_66001,city-of-manteca-2024-25,33,,page 33 / measures as rows / 260 - Major Equipment Purchase Fee [2022-23] / Charges for Services,75415a9d347347aa5c511c9989eec55cfb023b6868371c6bef4440d58bf6c3cf,sources/city-of-manteca-2024-25.pdf,https://manteca-ca.legistar.com/View.ashx?GUID=391E3E8B-87AD-4CD7-936C-708FFB9F3809&ID=14993689&M=F,2026-09-14T22:46:22.351838+00:00,evidence/extracts/city-of-manteca-p033-6eac4a24.pdf,evidence/outlined/city-of-manteca-p033-6eac4a24.pdf,"[400.75, 169.40008544921875, 437.999267578125, 179.8681640625]",published_reported_collection_reviewed_in_release_03,b14-manteca-major-equipment-fee-2020-21-to-2024-25,2026-09-22T02:17:07.564724+00:00,"For fund 260 each published figure is the 'Charges for Services' row under Revenues in the column for that fiscal year, separate from 'Investment Earnings'. The exhibit is the AB1600 fund summary for a single named impact fee fund, so Charges for Services is that fund's fee revenue, but the source does not label the row 'fees collected'.","The fund roll-forward closes for the earliest column: 854,482 beginning + 392,566 total revenues - 118,542 total expenditures = 1,128,506 ending, matching the printed ending fund balance and the next column's beginning balance.","The revenue line is printed 'Charges for Services', a governmental revenue classification, within the AB1600 comprehensive fund summary for the single named Major Equipment Purchase Fee fund. The source does not print the words 'fees collected'. | All five figures come from the FY2024-25 exhibit's five-year actuals columns; they are the City's restatement of earlier years, not figures from each year's own report. | Residential share is unknown; the source prints no land-use breakdown."
city-of-manteca-2023-24-260-major-equipment-purchase-fee-mixed-or-unallocated-fees-collected,City of Manteca,city,,2023-24,2023-07-01,2024-06-30,260 - Major Equipment Purchase Fee,general_public_facilities,mixed_or_unallocated_fees_collected,Charges for Services,secondary_measure_restatement,city-of-manteca-2023-24-p33-368361-0,false,368361.00,"$368,361",false,not_split_in_source,Same printed figure at the mixed/unallocated grain. Not an additional amount.,not_stated_in_source,not_stated_in_source,printed_fiscal_year_actuals_column,"City of Manteca impact fee report, fiscal year 2024-25",five_year_findings_66001,city-of-manteca-2024-25,33,,page 33 / measures as rows / 260 - Major Equipment Purchase Fee [2023-24] / Charges for Services,75415a9d347347aa5c511c9989eec55cfb023b6868371c6bef4440d58bf6c3cf,sources/city-of-manteca-2024-25.pdf,https://manteca-ca.legistar.com/View.ashx?GUID=391E3E8B-87AD-4CD7-936C-708FFB9F3809&ID=14993689&M=F,2026-09-14T22:46:22.351838+00:00,evidence/extracts/city-of-manteca-p033-d432e9c7.pdf,evidence/outlined/city-of-manteca-p033-d432e9c7.pdf,"[461.7099914550781, 169.40008544921875, 498.9592590332031, 179.8681640625]",published_reported_collection_reviewed_in_release_03,b14-manteca-major-equipment-fee-2020-21-to-2024-25,2026-09-22T02:17:07.564724+00:00,"For fund 260 each published figure is the 'Charges for Services' row under Revenues in the column for that fiscal year, separate from 'Investment Earnings'. The exhibit is the AB1600 fund summary for a single named impact fee fund, so Charges for Services is that fund's fee revenue, but the source does not label the row 'fees collected'.","The fund roll-forward closes for the earliest column: 854,482 beginning + 392,566 total revenues - 118,542 total expenditures = 1,128,506 ending, matching the printed ending fund balance and the next column's beginning balance.","This row restates the same printed figure as the primary row in its figure group. Do not add it to the primary row. | The revenue line is printed 'Charges for Services', not 'fees collected'."
city-of-manteca-2023-24-260-major-equipment-purchase-fee-total-fees-collected,City of Manteca,city,,2023-24,2023-07-01,2024-06-30,260 - Major Equipment Purchase Fee,general_public_facilities,total_fees_collected,Charges for Services,primary_reported_figure,city-of-manteca-2023-24-p33-368361-0,true,368361.00,"$368,361",false,not_split_in_source,No land-use breakdown is printed. Residential share unknown.,not_stated_in_source,not_stated_in_source,printed_fiscal_year_actuals_column,"City of Manteca impact fee report, fiscal year 2024-25",five_year_findings_66001,city-of-manteca-2024-25,33,,page 33 / measures as rows / 260 - Major Equipment Purchase Fee [2023-24] / Charges for Services,75415a9d347347aa5c511c9989eec55cfb023b6868371c6bef4440d58bf6c3cf,sources/city-of-manteca-2024-25.pdf,https://manteca-ca.legistar.com/View.ashx?GUID=391E3E8B-87AD-4CD7-936C-708FFB9F3809&ID=14993689&M=F,2026-09-14T22:46:22.351838+00:00,evidence/extracts/city-of-manteca-p033-d432e9c7.pdf,evidence/outlined/city-of-manteca-p033-d432e9c7.pdf,"[461.7099914550781, 169.40008544921875, 498.9592590332031, 179.8681640625]",published_reported_collection_reviewed_in_release_03,b14-manteca-major-equipment-fee-2020-21-to-2024-25,2026-09-22T02:17:07.564724+00:00,"For fund 260 each published figure is the 'Charges for Services' row under Revenues in the column for that fiscal year, separate from 'Investment Earnings'. The exhibit is the AB1600 fund summary for a single named impact fee fund, so Charges for Services is that fund's fee revenue, but the source does not label the row 'fees collected'.","The fund roll-forward closes for the earliest column: 854,482 beginning + 392,566 total revenues - 118,542 total expenditures = 1,128,506 ending, matching the printed ending fund balance and the next column's beginning balance.","The revenue line is printed 'Charges for Services', a governmental revenue classification, within the AB1600 comprehensive fund summary for the single named Major Equipment Purchase Fee fund. The source does not print the words 'fees collected'. | All five figures come from the FY2024-25 exhibit's five-year actuals columns; they are the City's restatement of earlier years, not figures from each year's own report. | Residential share is unknown; the source prints no land-use breakdown."
city-of-manteca-2024-25-260-major-equipment-purchase-fee-mixed-or-unallocated-fees-collected,City of Manteca,city,,2024-25,2024-07-01,2025-06-30,260 - Major Equipment Purchase Fee,general_public_facilities,mixed_or_unallocated_fees_collected,Charges for Services,secondary_measure_restatement,city-of-manteca-2024-25-p33-416331-0,false,416331.00,"$416,331",false,not_split_in_source,Same printed figure at the mixed/unallocated grain. Not an additional amount.,not_stated_in_source,not_stated_in_source,printed_fiscal_year_actuals_column,"City of Manteca impact fee report, fiscal year 2024-25",five_year_findings_66001,city-of-manteca-2024-25,33,,page 33 / measures as rows / 260 - Major Equipment Purchase Fee [2024-25] / Charges for Services,75415a9d347347aa5c511c9989eec55cfb023b6868371c6bef4440d58bf6c3cf,sources/city-of-manteca-2024-25.pdf,https://manteca-ca.legistar.com/View.ashx?GUID=391E3E8B-87AD-4CD7-936C-708FFB9F3809&ID=14993689&M=F,2026-09-14T22:46:22.351838+00:00,evidence/extracts/city-of-manteca-p033-c92cb52d.pdf,evidence/outlined/city-of-manteca-p033-c92cb52d.pdf,"[522.8200073242188, 169.40008544921875, 560.0693359375, 179.8681640625]",published_reported_collection_reviewed_in_release_03,b14-manteca-major-equipment-fee-2020-21-to-2024-25,2026-09-22T02:17:07.564724+00:00,"For fund 260 each published figure is the 'Charges for Services' row under Revenues in the column for that fiscal year, separate from 'Investment Earnings'. The exhibit is the AB1600 fund summary for a single named impact fee fund, so Charges for Services is that fund's fee revenue, but the source does not label the row 'fees collected'.","The fund roll-forward closes for the earliest column: 854,482 beginning + 392,566 total revenues - 118,542 total expenditures = 1,128,506 ending, matching the printed ending fund balance and the next column's beginning balance.","This row restates the same printed figure as the primary row in its figure group. Do not add it to the primary row. | The revenue line is printed 'Charges for Services', not 'fees collected'."
city-of-manteca-2024-25-260-major-equipment-purchase-fee-total-fees-collected,City of Manteca,city,,2024-25,2024-07-01,2025-06-30,260 - Major Equipment Purchase Fee,general_public_facilities,total_fees_collected,Charges for Services,primary_reported_figure,city-of-manteca-2024-25-p33-416331-0,true,416331.00,"$416,331",false,not_split_in_source,No land-use breakdown is printed. Residential share unknown.,not_stated_in_source,not_stated_in_source,printed_fiscal_year_actuals_column,"City of Manteca impact fee report, fiscal year 2024-25",five_year_findings_66001,city-of-manteca-2024-25,33,,page 33 / measures as rows / 260 - Major Equipment Purchase Fee [2024-25] / Charges for Services,75415a9d347347aa5c511c9989eec55cfb023b6868371c6bef4440d58bf6c3cf,sources/city-of-manteca-2024-25.pdf,https://manteca-ca.legistar.com/View.ashx?GUID=391E3E8B-87AD-4CD7-936C-708FFB9F3809&ID=14993689&M=F,2026-09-14T22:46:22.351838+00:00,evidence/extracts/city-of-manteca-p033-c92cb52d.pdf,evidence/outlined/city-of-manteca-p033-c92cb52d.pdf,"[522.8200073242188, 169.40008544921875, 560.0693359375, 179.8681640625]",published_reported_collection_reviewed_in_release_03,b14-manteca-major-equipment-fee-2020-21-to-2024-25,2026-09-22T02:17:07.564724+00:00,"For fund 260 each published figure is the 'Charges for Services' row under Revenues in the column for that fiscal year, separate from 'Investment Earnings'. The exhibit is the AB1600 fund summary for a single named impact fee fund, so Charges for Services is that fund's fee revenue, but the source does not label the row 'fees collected'.","The fund roll-forward closes for the earliest column: 854,482 beginning + 392,566 total revenues - 118,542 total expenditures = 1,128,506 ending, matching the printed ending fund balance and the next column's beginning balance.","The revenue line is printed 'Charges for Services', a governmental revenue classification, within the AB1600 comprehensive fund summary for the single named Major Equipment Purchase Fee fund. The source does not print the words 'fees collected'. | All five figures come from the FY2024-25 exhibit's five-year actuals columns; they are the City's restatement of earlier years, not figures from each year's own report. | Residential share is unknown; the source prints no land-use breakdown."
city-of-menlo-park-2023-24-construction-impact-fee-total_fees_collected,City of Menlo Park,city,San Mateo,2023-24,2020-07-01,2024-06-30,Construction Impact Fee,unknown,total_fees_collected,Developer Fees,primary_reported_figure,city-of-menlo-park-2023-24-construction-impact-fee,true,1314533.0,"1,314,533",false,not_split_in_source,The report prints one undivided figure of fees collected for this fee and does not divide it by land use.,not_stated_in_source,not_stated_in_source,ledger_headed_beginning_balance,"City of Menlo Park development impact fee report, fiscal year 2023-24",annual_fee_report_66006,city-of-menlo-park-2023-24-5258a3ad,10,,Construction Impact Fee / line Developer Fees,5258a3ad149d7f84cffd1304a057934187e6fe75b6b1fcafdb61d6d6fd95f60a,sources/city-of-menlo-park-2023-24-5258a3ad.pdf,https://www.menlopark.gov/files/sharedassets/public/v/1/agendas-and-minutes/city-council/2025-meetings/20250114/g3-20250114-cc-impact-fees-ab-1600.pdf,2026-09-22T08:28:33.283279+00:00,evidence/extracts/city-of-menlo-park-p010-11d9cb0e.pdf,evidence/outlined/city-of-menlo-park-p010-11d9cb0e.pdf,"[336.54449462890625, 198.6413116455078, 389.9656066894531, 217.78038024902344]",published_reported_collection_reviewed_in_statewide_lane,sw26-vertical-ledgers,2026-09-22T22:36:43.655344+00:00,"The outlined figure stands on the line the report labels Developer Fees, in its ledger for Construction Impact Fee.","The ledger's own printed lines account for each other: Beginning balance 7,100,876 plus Developer Fees 1,314,533 and Interest income 227,780 and Unrealized gain/(loss) on investment* 407,879, less Expenditures (1,234,974), gives the printed Ending balance of 7,816,095.",This report covers this one fee and prints its collection as a single undivided figure.
city-of-menlo-park-2023-24-heritage-tree-in-lieu-fee-total_fees_collected,City of Menlo Park,city,San Mateo,2023-24,2020-07-01,2024-06-30,Heritage Tree In-Lieu Fee,parks_recreation_open_space,total_fees_collected,Fees,primary_reported_figure,city-of-menlo-park-2023-24-heritage-tree-in-lieu-fee,true,264413.0,"264,413",false,not_split_in_source,The report prints one undivided figure of fees collected for this fee and does not divide it by land use.,not_stated_in_source,not_stated_in_source,ledger_headed_beginning_balance,"City of Menlo Park development impact fee report, fiscal year 2023-24",annual_fee_report_66006,city-of-menlo-park-2023-24-5258a3ad,13,,Heritage Tree In-Lieu Fee / line Fees,5258a3ad149d7f84cffd1304a057934187e6fe75b6b1fcafdb61d6d6fd95f60a,sources/city-of-menlo-park-2023-24-5258a3ad.pdf,https://www.menlopark.gov/files/sharedassets/public/v/1/agendas-and-minutes/city-council/2025-meetings/20250114/g3-20250114-cc-impact-fees-ab-1600.pdf,2026-09-22T08:28:33.283279+00:00,evidence/extracts/city-of-menlo-park-p013-b204a56e.pdf,evidence/outlined/city-of-menlo-park-p013-b204a56e.pdf,"[428.822998046875, 204.51583862304688, 472.57684326171875, 223.55322265625]",published_reported_collection_reviewed_in_statewide_lane,sw26-vertical-ledgers,2026-09-22T22:36:43.655344+00:00,"The outlined figure stands on the line the report labels Fees, in its ledger for Heritage Tree In-Lieu Fee.","The ledger's own printed lines account for each other: Beginning balance 429,626 plus Fees 264,413, less Expenditures -, gives the printed Ending Balance of 694,039.",This report covers this one fee and prints its collection as a single undivided figure.
city-of-menlo-park-2023-24-recreation-in-lieu-fee-total_fees_collected,City of Menlo Park,city,San Mateo,2023-24,2020-07-01,2024-06-30,Recreation In-Lieu Fee,parks_recreation_open_space,total_fees_collected,Developer Fees,primary_reported_figure,city-of-menlo-park-2023-24-recreation-in-lieu-fee,true,254800.0,"254,800",false,not_split_in_source,The report prints one undivided figure of fees collected for this fee and does not divide it by land use.,not_stated_in_source,not_stated_in_source,ledger_headed_beginning_balance,"City of Menlo Park development impact fee report, fiscal year 2023-24",annual_fee_report_66006,city-of-menlo-park-2023-24-5258a3ad,11,,Recreation In-Lieu Fee / line Developer Fees,5258a3ad149d7f84cffd1304a057934187e6fe75b6b1fcafdb61d6d6fd95f60a,sources/city-of-menlo-park-2023-24-5258a3ad.pdf,https://www.menlopark.gov/files/sharedassets/public/v/1/agendas-and-minutes/city-council/2025-meetings/20250114/g3-20250114-cc-impact-fees-ab-1600.pdf,2026-09-22T08:28:33.283279+00:00,evidence/extracts/city-of-menlo-park-p011-972382e5.pdf,evidence/outlined/city-of-menlo-park-p011-972382e5.pdf,"[386.5980224609375, 208.36407470703125, 430.73486328125, 227.3790740966797]",published_reported_collection_reviewed_in_statewide_lane,sw26-vertical-ledgers,2026-09-22T22:36:43.655344+00:00,"The outlined figure stands on the line the report labels Developer Fees, in its ledger for Recreation In-Lieu Fee.","The ledger's own printed lines account for each other: Beginning balance 2,644,315 plus Developer Fees 254,800 and Interest income 83,745 and Unrealized gain/(loss) on investment* 34,145 and Transfer in from other funds** 725,414, less Expenditures (2,655,666), gives the printed Ending balance of 1,086,753.",This report covers this one fee and prints its collection as a single undivided figure.
city-of-menlo-park-2023-24-storm-drainage-impact-fee-total_fees_collected,City of Menlo Park,city,San Mateo,2023-24,2020-07-01,2024-06-30,Storm Drainage Impact Fee,drainage_stormwater_flood,total_fees_collected,Developer fees,primary_reported_figure,city-of-menlo-park-2023-24-storm-drainage-impact-fee,true,450.0,450,false,not_split_in_source,The report prints one undivided figure of fees collected for this fee and does not divide it by land use.,not_stated_in_source,not_stated_in_source,ledger_headed_beginning_balance,"City of Menlo Park development impact fee report, fiscal year 2023-24",annual_fee_report_66006,city-of-menlo-park-2023-24-5258a3ad,9,,Storm Drainage Impact Fee / line Developer fees,5258a3ad149d7f84cffd1304a057934187e6fe75b6b1fcafdb61d6d6fd95f60a,sources/city-of-menlo-park-2023-24-5258a3ad.pdf,https://www.menlopark.gov/files/sharedassets/public/v/1/agendas-and-minutes/city-council/2025-meetings/20250114/g3-20250114-cc-impact-fees-ab-1600.pdf,2026-09-22T08:28:33.283279+00:00,evidence/extracts/city-of-menlo-park-p009-4a9419bc.pdf,evidence/outlined/city-of-menlo-park-p009-4a9419bc.pdf,"[415.13885498046875, 202.1251220703125, 437.47784423828125, 221.20509338378906]",published_reported_collection_reviewed_in_statewide_lane,sw26-vertical-ledgers,2026-09-22T22:36:43.655344+00:00,"The outlined figure stands on the line the report labels Developer fees, in its ledger for Storm Drainage Impact Fee.","The ledger's own printed lines account for each other: Beginning balance 164,178 plus Developer fees 450 and Interest income 5,317 and Unrealized gain/(loss) on investment* 8,830, less Expenditures (11,436), gives the printed Ending Balance of 167,339.",This report covers this one fee and prints its collection as a single undivided figure.
city-of-milpitas-2022-23-traffic-fees-total_fees_collected,City of Milpitas,city,Santa Clara,2022-23,2020-07-01,2023-06-30,Traffic Fees,transportation,total_fees_collected,Traffic Fees,primary_reported_figure,city-of-milpitas-2022-23-traffic-fees,true,3407.0,"3,407",false,not_split_in_source,The statement prints one undivided figure of fees collected for this fund and does not divide it by land use.,not_stated_in_source,not_stated_in_source,statement_for_the_fiscal_year_ended_june_30_2023,Annual Development Fees Expenditures (2023),annual_fee_report_66006,city-of-milpitas-2022-23-a79d1401,2,,"Statement of Revenues, Expenditures and Changes in Fund Balance / Traffic Fees / row Traffic Fees",a79d1401321fa0914be04605f4d3f908255c206f3e496e283db77d7452fa7f1d,sources/city-of-milpitas-2022-23-a79d1401.pdf,https://www.milpitas.gov/ArchiveCenter/ViewFile/Item/1194,2026-09-22T07:00:02.474332+00:00,evidence/extracts/city-of-milpitas-p002-bb73365d.pdf,evidence/outlined/city-of-milpitas-p002-bb73365d.pdf,"[358.08026123046875, 168.99673461914062, 436.3094787597656, 185.15158081054688]",published_reported_collection_reviewed_in_statewide_lane,sw24-single-fund-statements,2026-09-22T23:28:18.612540+00:00,"The outlined figure stands on the revenue line the statement labels Traffic Fees, inside the statement for the Traffic Fees fund.","The statement's own printed arithmetic closes in every way it allows: Traffic Fees 3,407 + Interest 890 = the printed Total Revenues 4,297; and the printed Fund Balance, beginning of year 80,710 plus that year's net is the printed Fund Balance, end of year 85,007.","The report covers this one fund and prints its collection as a single undivided figure, not divided by land use. The fee's rate schedule is not part of this report."
city-of-moorpark-2022-23-fund-2002-citywide-traffic-mitigation-total_fees_collected,City of Moorpark,city,Ventura,2022-23,2020-07-01,2023-06-30,Fund 2002 Citywide Traffic Mitigation,transportation,total_fees_collected,Amount of Fees Collected,primary_reported_figure,city-of-moorpark-2022-23-fund-2002-citywide-traffic-mitigation,true,5500.0,"5,500",false,not_split_in_source,The fund's answer prints one undivided figure of fees collected and does not divide it by land use.,not_stated_in_source,not_stated_in_source,answer_headed_total_fy_2022_23_revenues,AB1600 Development Impact Fee Report (2023),annual_fee_report_66006,city-of-moorpark-2022-23-543c9169,6,,Fund 2002 Citywide Traffic Mitigation / (4) The amount of the fees collected and the interest earned / Amount of Fees Collected,543c9169fa3ac346447494ab73ce5571a2c716e4fa6d1f4a9ba12474f1154e8e,sources/city-of-moorpark-2022-23-543c9169.pdf,https://www.moorparkca.gov/DocumentCenter/View/16399/2023-Annual-Report-Section-66006?bidId=,2026-09-22T08:27:03.990553+00:00,evidence/extracts/city-of-moorpark-p006-7fd2c694.pdf,evidence/outlined/city-of-moorpark-p006-7fd2c694.pdf,"[545.1698608398438, 234.99362182617188, 571.3857421875, 251.1148223876953]",published_reported_collection_reviewed_in_statewide_lane,sw34-fund-by-fund-answers,2026-09-22T22:00:09.857933+00:00,"The outlined figure is the report's answer Amount of Fees Collected, under item (4) The amount of the fees collected and the interest earned, in the section headed Fund 2002 - Citywide Traffic Mitigation.","The fund's own answers account for each other: Amount of Fees Collected 5,500 + Interest Earned 444,594 + Other Revenues 84,900 gives the printed Total FY 2022/23 Revenues of 534,994; and Beginning Balance (07/01/22) 20,847,819, plus that total, less the printed Total FY 2022/23 Expenses of 5,484,902, gives the printed Ending Balance (06/30/23) of 15,897,911. The ending balance is printed above the revenues in this report, so the lines were matched by what each is labelled rather than by where it stands.",The report gives this fund's fees collected as one figure beside interest and other revenues it prints on separate lines.
